Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_genotype,Host,Instrument,isol_growth_condt,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sampling_point,SRA Study,Strain,TankReplicate,Treatment
SRR6660621,AMPLICON,601,45345375,PRJNA432116,SAMN08449417,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",24506918,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637655,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_F,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.09,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_09,24h after disturbance,SRP131926,missing,F,Pulse
SRR6660623,AMPLICON,601,46855456,PRJNA432116,SAMN08449419,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",26206013,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637653,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_D,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.11,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_11,24h after disturbance,SRP131926,missing,D,Pulse
SRR6660626,AMPLICON,601,46434323,PRJNA432116,SAMN08449425,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",26063900,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637650,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_E,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.17,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_17,before disturbance,SRP131926,missing,E,Pulse
SRR6660627,AMPLICON,601,39851888,PRJNA432116,SAMN08449426,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22281543,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637649,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_F,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.18,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_18,before disturbance,SRP131926,missing,F,Pulse
SRR6660629,AMPLICON,601,36073130,PRJNA432116,SAMN08449424,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20521228,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637647,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_B,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_16,24h after disturbance,SRP131926,missing,B,Control
SRR6660631,AMPLICON,600,52642033,PRJNA432116,SAMN08449430,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",27556491,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637645,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_A,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.04,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_04,168h after disturbance,SRP131926,missing,A,Control
SRR6660632,AMPLICON,600,39733645,PRJNA432116,SAMN08449427,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20702686,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637644,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_E,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.01,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_01,168h after disturbance,SRP131926,missing,E,Pulse
SRR6660634,AMPLICON,600,25886971,PRJNA432116,SAMN08449402,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",13942755,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637642,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_D,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_12,before disturbance,SRP131926,missing,D,Pulse
SRR6660635,AMPLICON,600,28860555,PRJNA432116,SAMN08449401,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",15754575,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637641,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_D,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.11,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_11,24h after disturbance,SRP131926,missing,D,Pulse
SRR6660638,AMPLICON,600,21563879,PRJNA432116,SAMN08449398,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",11482856,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637638,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_C,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.08,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_08,24h after disturbance,SRP131926,missing,C,Control
SRR6660640,AMPLICON,600,23501335,PRJNA432116,SAMN08449396,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",12906589,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637636,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_F,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.06,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_06,168h after disturbance,SRP131926,missing,F,Pulse
SRR6660642,AMPLICON,600,20618576,PRJNA432116,SAMN08449394,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",11542406,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637634,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_A,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.04,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_04,168h after disturbance,SRP131926,missing,A,Control
SRR6660536,AMPLICON,601,43014485,PRJNA432116,SAMN08449411,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23446873,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637740,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_D,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.03,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_03,168h after disturbance,SRP131926,missing,D,Pulse
SRR6660538,AMPLICON,600,24473024,PRJNA432116,SAMN08449403,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",13366799,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637738,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_A,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.13,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_13,before disturbance,SRP131926,missing,A,Control
SRR6660540,AMPLICON,601,21635083,PRJNA432116,SAMN08449405,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",11465610,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637736,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_C,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.15,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_15,before disturbance,SRP131926,missing,C,Control
SRR6660542,AMPLICON,600,25434719,PRJNA432116,SAMN08449407,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",13714956,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637734,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_E,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.17,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_17,before disturbance,SRP131926,missing,E,Pulse
SRR6660545,AMPLICON,601,40309829,PRJNA432116,SAMN08449410,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22009497,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637731,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_C,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.02,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_02,168h after disturbance,SRP131926,missing,C,Control
SRR6660547,AMPLICON,600,34139681,PRJNA432116,SAMN08449461,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18299460,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637729,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_E,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.17,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_17,before disturbance,SRP131926,missing,E,Pulse
SRR6660548,AMPLICON,600,34278324,PRJNA432116,SAMN08449458,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18340143,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637728,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_B,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.14,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_14,before disturbance,SRP131926,missing,B,Control
SRR6660550,AMPLICON,600,36553769,PRJNA432116,SAMN08449460,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19785736,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637726,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_B,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_16,24h after disturbance,SRP131926,missing,B,Control
SRR6660552,AMPLICON,600,27765881,PRJNA432116,SAMN08449454,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14826028,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637724,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_A,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_10,24h after disturbance,SRP131926,missing,A,Control
SRR6660554,AMPLICON,601,34656225,PRJNA432116,SAMN08449456,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18450293,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637722,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_D,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_12,before disturbance,SRP131926,missing,D,Pulse
SRR6660555,AMPLICON,600,32263494,PRJNA432116,SAMN08449455,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17541282,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637721,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_D,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.11,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_11,24h after disturbance,SRP131926,missing,D,Pulse
SRR6660557,AMPLICON,600,42028627,PRJNA432116,SAMN08449382,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",21932459,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637719,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_A,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_10,24h after disturbance,SRP131926,missing,A,Control
SRR6660559,AMPLICON,601,34374035,PRJNA432116,SAMN08449380,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17832914,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637717,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_C,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.08,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_08,24h after disturbance,SRP131926,missing,C,Control
SRR6660560,AMPLICON,600,39353108,PRJNA432116,SAMN08449377,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20185870,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637716,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_B,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.05,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_05,168h after disturbance,SRP131926,missing,B,Control
SRR6660562,AMPLICON,600,38140869,PRJNA432116,SAMN08449375,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20239276,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637714,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_D,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.03,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_03,168h after disturbance,SRP131926,missing,D,Pulse
SRR6660564,AMPLICON,600,36100658,PRJNA432116,SAMN08449373,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18691894,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637712,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_E,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.01,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_01,168h after disturbance,SRP131926,missing,E,Pulse
SRR6660565,AMPLICON,600,44324749,PRJNA432116,SAMN08449374,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22676872,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637711,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_C,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.02,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_02,168h after disturbance,SRP131926,missing,C,Control
SRR6660566,AMPLICON,600,73975749,PRJNA432116,SAMN08449471,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",46699091,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637710,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_F,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.09,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_09,24h after disturbance,SRP131926,missing,F,Pulse
SRR6660568,AMPLICON,600,51263310,PRJNA432116,SAMN08449469,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",34495367,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637708,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_E,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.07,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_07,24h after disturbance,SRP131926,missing,E,Pulse
SRR6660570,AMPLICON,600,52047659,PRJNA432116,SAMN08449467,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",34961607,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637706,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_B,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.05,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_05,168h after disturbance,SRP131926,missing,B,Control
SRR6660572,AMPLICON,600,41461375,PRJNA432116,SAMN08449465,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22825295,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637704,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_D,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.03,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_03,168h after disturbance,SRP131926,missing,D,Pulse
SRR6660575,AMPLICON,600,49544136,PRJNA432116,SAMN08449464,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",27072878,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637701,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_C,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.02,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_02,168h after disturbance,SRP131926,missing,C,Control
SRR6660577,AMPLICON,600,49454993,PRJNA432116,SAMN08449390,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25892899,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637699,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_F,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.18,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_18,before disturbance,SRP131926,missing,F,Pulse
SRR6660579,AMPLICON,600,35908694,PRJNA432116,SAMN08449388,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19737425,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637697,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_B,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_16,24h after disturbance,SRP131926,missing,B,Control
SRR6660581,AMPLICON,600,32387601,PRJNA432116,SAMN08449386,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17282292,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637695,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_B,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.14,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_14,before disturbance,SRP131926,missing,B,Control
SRR6660583,AMPLICON,601,34821494,PRJNA432116,SAMN08449384,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18563355,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637693,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",AQ_D,Amphimedon queenslandica,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,AQ.12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_AQ_12,before disturbance,SRP131926,missing,D,Pulse
SRR6660585,AMPLICON,600,25512049,PRJNA432116,SAMN08449392,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14101723,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637691,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_C,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.02,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_02,168h after disturbance,SRP131926,missing,C,Control
